facility_id,facility_mw,cooling_type,utilization_pct,electricity_rate_usd_kwh,colocation_usd_kw_month,pue_realized,capex_usd_per_mw,stranded_capacity_pct,stranded_capacity_mw,loss_floor_usd_annual,loss_ceiling_usd_annual,loss_mid_usd_annual,p10_loss_usd,p50_loss_usd,p90_loss_usd,recoverable_value_usd,roi_months
DC-3064,10.77,air-cooled,65.7,0.143,183.95,1.605,11308432.49,12.9,1.389,6283192.06,3066078.6,4674635.33,4192966.09,4464725.84,4768691.99,3739708.26,2.6
DC-3065,4.9,hybrid,79.4,0.0972,188.42,1.231,13198988.78,8.37,0.41,1632320.97,927026.4,1279673.68,1266036.35,1401414.06,1532901.6,1023738.94,4.3
DC-3066,21.27,air-cooled,63.3,0.1298,152.49,1.557,10321981.6,12.13,2.58,10485526.16,4721090.4,7603308.28,7621027.22,8097491.05,8650688.24,6082646.62,3.1
DC-3067,66.95,hybrid,79.7,0.1234,162.06,1.281,12457953.36,8.63,5.778,23997042.75,11236592.16,17616817.45,17139378.63,18867955.31,20784940.19,14093453.96,4.3
DC-3068,16.69,air-cooled,74.6,0.1231,185.29,1.589,11488046.22,12.97,2.165,9236770.82,4813834.2,7025302.51,6305690.36,6649044.29,7054708.29,5620242.01,2.7
DC-3069,19.69,air-cooled,64.8,0.1374,173.14,1.562,11034434.86,12.79,2.518,10908372.14,5231598.24,8069985.19,7395267.06,7902222.46,8386631.26,6455988.15,2.7
DC-3070,28.62,air-cooled,78.3,0.121,198.95,1.579,11058216.77,12.54,3.589,14826368.4,8568378.6,11697373.5,10903262.0,11574045.72,12276132.48,9357898.8,2.8
DC-3071,5.96,air-cooled,78.6,0.1296,159.91,1.555,10906022.35,12.0,0.715,2995096.25,1372027.8,2183562.02,2157042.77,2287834.66,2441721.5,1746849.62,3.1
DC-3072,64.2,air-cooled,85.9,0.1343,192.48,1.642,10865996.66,12.57,8.07,35075660.89,18639763.2,26857712.04,24943185.33,26584387.38,28166341.27,21486169.63,2.7
DC-3073,19.33,air-cooled,83.6,0.1099,163.36,1.509,10599112.42,12.24,2.366,9009985.49,4638117.12,6824051.3,6687487.51,7159684.76,7663173.34,5459241.04,3.2
DC-3074,60.67,air-cooled,77.9,0.126,178.72,1.623,11258041.94,12.74,7.729,33182062.24,16575922.56,24878992.4,22592573.01,24042038.51,25418208.42,19903193.92,2.7
DC-3075,9.15,air-cooled,58.5,0.115,168.03,1.586,10057572.7,12.14,1.111,4258188.09,2240175.96,3249182.02,3225377.25,3452677.22,3670438.25,2599345.62,3.2
DC-3076,70.42,hybrid,98.0,0.1173,212.54,1.22,13608495.53,8.93,6.289,26902572.77,16039968.72,21471270.74,19574306.62,21684224.52,23854273.34,17177016.59,3.7
DC-3077,30.57,hybrid,55.2,0.1136,163.91,1.299,14141226.46,9.86,3.014,13367621.77,5928296.88,9647959.32,7703702.98,8480737.42,9424228.03,7718367.46,3.6
DC-3078,25.6,air-cooled,83.4,0.1294,182.17,1.666,11587790.38,12.82,3.282,14649367.27,7174583.28,10911975.28,9658229.24,10276148.3,10909658.55,8729580.22,2.6
DC-3079,19.83,air-cooled,77.2,0.1216,158.1,1.551,10746295.3,12.56,2.491,10064177.16,4725925.2,7395051.18,7029052.16,7439411.02,7906628.16,5916040.94,3.0
DC-3080,13.48,air-cooled,57.9,0.1279,207.99,1.655,10965796.47,12.68,1.709,7333510.89,4265458.92,5799484.9,5283575.56,5674848.02,5978739.45,4639587.92,2.6
DC-3081,42.97,hybrid,70.5,0.1196,190.02,1.246,13111692.29,9.78,4.202,17728820.45,9581568.48,13655194.46,11524310.78,12737203.91,13937285.94,10924155.57,3.5
DC-3082,18.4,air-cooled,71.1,0.0879,186.05,1.591,10912239.78,12.24,2.252,8219841.75,5027815.2,6623828.48,6336167.77,6773607.3,7195693.99,5299062.78,3.1
DC-3083,3.41,air-cooled,87.7,0.1206,206.11,1.524,10675759.68,12.89,0.44,1752269.19,1088260.8,1420265.0,1320484.82,1401336.02,1493685.32,1136212.0,2.7
DC-3084,6.73,air-cooled,63.4,0.1213,186.21,1.569,11597948.43,12.32,0.829,3518709.11,1852417.08,2685563.1,2518129.26,2674990.15,2846917.07,2148450.48,2.8
DC-3085,14.17,liquid-cooled,68.9,0.1249,187.29,1.073,16907465.35,2.87,0.407,2007002.3,914724.36,1460863.33,1177588.23,1820199.02,2473376.17,1168690.66,10.9
DC-3086,21.07,air-cooled,44.0,0.1081,185.98,1.534,10893568.29,13.3,2.802,10853332.53,6253391.52,8553362.02,8315125.0,8915142.44,9463564.96,6842689.62,2.8
DC-3087,15.72,hybrid,92.8,0.0961,192.45,1.254,13682145.18,9.98,1.569,6426842.17,3623448.6,5025145.38,4055205.7,4486451.85,4925425.0,4020116.3,3.5
DC-3088,43.61,air-cooled,59.2,0.1325,176.61,1.572,10881451.61,12.53,5.464,23182226.22,11579964.48,17381095.35,16304713.65,17388714.9,18601841.26,13904876.28,2.8
DC-3089,3.45,liquid-cooled,75.9,0.1145,180.79,1.052,16543184.17,3.85,0.133,629281.55,288540.84,458911.2,278473.67,422852.25,573408.99,367128.96,8.5
DC-3090,18.45,hybrid,70.8,0.1234,196.16,1.265,13091789.63,9.87,1.821,7787927.78,4286488.32,6037208.05,5018292.98,5570084.13,6109009.96,4829766.44,3.4
DC-3091,3.84,air-cooled,70.8,0.1144,188.16,1.52,10997555.17,12.58,0.483,1916138.29,1090575.36,1503356.83,1421018.11,1510594.11,1602182.25,1202685.46,2.9
DC-3092,30.2,hybrid,81.7,0.1199,182.29,1.291,14547310.47,9.16,2.766,12692355.11,6050569.68,9371462.4,7999467.74,8954619.99,9714444.17,7497169.92,3.6
DC-3093,15.25,air-cooled,92.1,0.111,162.99,1.53,11540137.49,12.01,1.832,7423604.38,3583172.16,5503388.27,5280987.57,5635576.67,6029650.42,4402710.62,3.1
DC-3094,23.0,hybrid,75.0,0.1006,206.47,1.292,13570743.16,8.37,1.925,7997034.15,4769457.0,6383245.58,6168198.49,6874927.79,7448852.84,5106596.46,4.1
DC-3095,8.24,hybrid,79.9,0.1295,174.08,1.249,13755079.95,8.45,0.696,3113608.21,1453916.16,2283762.18,2166017.75,2414259.13,2660448.14,1827009.74,4.1
DC-3096,45.77,air-cooled,75.9,0.1079,198.81,1.551,10964381.15,12.36,5.657,22076671.88,13496018.04,17786344.96,16887619.48,18002810.95,19060122.97,14229075.97,2.9
DC-3097,37.84,hybrid,84.2,0.1233,186.64,1.24,13875780.64,8.24,3.118,13790417.39,6983322.24,10386869.82,10096474.12,11156216.93,12318310.63,8309495.86,4.1
DC-3098,26.23,air-cooled,66.4,0.1282,164.6,1.616,10480132.79,12.27,3.218,13334549.24,6356193.6,9845371.42,9524532.36,10125778.48,10756335.33,7876297.14,3.0
DC-3099,14.83,air-cooled,84.9,0.1083,202.78,1.593,10621378.21,12.26,1.818,7038565.37,4423848.48,5731206.93,5552099.01,5921683.81,6244995.74,4584965.54,2.9
DC-3100,26.15,air-cooled,85.3,0.0959,187.82,1.589,11261145.81,12.48,3.264,12525176.73,7356533.76,9940855.25,9218893.19,9848689.7,10472810.76,7952684.2,3.0
DC-3101,9.34,hybrid,85.0,0.1685,204.03,1.211,13302458.63,8.92,0.833,3951427.61,2039483.88,2995455.74,2740016.18,3062954.4,3370604.89,2396364.59,3.5
DC-3102,32.6,air-cooled,64.1,0.1094,181.26,1.557,11964539.71,12.39,4.039,16765599.04,8785309.68,12775454.36,11693937.67,12502423.06,13293419.21,10220363.49,2.9
DC-3103,61.53,air-cooled,70.0,0.1325,194.56,1.524,10889112.04,12.08,7.433,31134677.53,17353973.76,24244325.65,23946547.77,25432389.48,26912323.3,19395460.52,2.9
DC-3104,38.73,hybrid,74.9,0.1588,157.56,1.213,13219187.64,8.9,3.447,15942330.18,6517311.84,11229821.01,10387320.37,11525263.06,12655746.85,8983856.81,3.9
DC-3105,9.17,air-cooled,55.5,0.1358,176.5,1.546,10799748.04,12.86,1.179,4997872.94,2497122.0,3747497.47,3461109.84,3674189.5,3930051.45,2997997.98,2.8
DC-3106,21.96,air-cooled,91.1,0.114,164.91,1.537,11964310.41,12.61,2.769,11612203.91,5479629.48,8545916.7,7654179.67,8210150.91,8772435.77,6836733.36,2.9
DC-3107,5.84,air-cooled,71.9,0.1187,178.38,1.546,11042541.92,12.93,0.755,3066392.91,1616122.8,2341257.86,2123587.12,2267283.44,2390216.79,1873006.29,2.8
DC-3108,26.0,air-cooled,75.4,0.1033,191.08,1.547,10473588.18,12.97,3.372,12568646.85,7731861.12,10150253.98,9383883.09,10023029.31,10683653.63,8120203.18,2.9
DC-3109,23.58,air-cooled,65.1,0.1376,174.93,1.577,11446653.74,12.95,3.054,13573743.6,6410834.64,9992289.12,8947300.75,9523908.56,10201302.65,7993831.3,2.7
DC-3110,3.68,air-cooled,56.1,0.1313,196.96,1.561,11941532.25,12.61,0.464,2064390.43,1096673.28,1580531.86,1436194.12,1521470.06,1622079.99,1264425.49,2.6
DC-3111,6.49,liquid-cooled,64.8,0.1097,171.15,1.095,18031587.92,3.29,0.214,1082686.75,439513.2,761099.98,526397.62,794821.48,1065377.24,608879.98,9.6
DC-3112,13.11,hybrid,74.6,0.0992,197.28,1.272,13230011.01,9.16,1.201,4858477.69,2843199.36,3850838.53,3431996.01,3801243.86,4162325.65,3080670.82,3.8
DC-3113,12.93,air-cooled,80.1,0.0936,203.65,1.545,11185940.4,12.24,1.583,5940311.43,3868535.4,4904423.42,4700093.59,4992414.64,5317275.04,3923538.74,3.0
DC-3114,6.25,air-cooled,73.9,0.1397,199.2,1.575,11214350.43,12.22,0.764,3376512.34,1826265.6,2601388.97,2498734.97,2647426.23,2789552.98,2081111.18,2.7
DC-3115,22.45,air-cooled,76.2,0.1224,178.84,1.577,11036379.35,12.77,2.867,11879202.32,6152811.36,9016006.84,8269653.53,8854391.44,9398497.82,7212805.47,2.8
DC-3116,20.11,hybrid,68.0,0.1243,152.12,1.225,13848139.85,9.58,1.927,8500435.8,3517622.88,6009029.34,5074773.45,5621539.55,6177169.67,4807223.47,3.8
DC-3117,14.08,air-cooled,78.0,0.1035,192.73,1.535,11219168.51,12.79,1.801,6996653.86,4165280.76,5580967.31,5128199.8,5446052.25,5782229.6,4464773.85,2.8
DC-3118,8.98,air-cooled,89.8,0.0907,182.12,1.588,10943673.02,12.52,1.124,4151656.03,2456434.56,3304045.3,3082847.98,3308697.53,3515795.88,2643236.24,3.1
DC-3119,38.05,liquid-cooled,80.5,0.1393,169.32,1.06,18031541.07,4.33,1.648,8735212.8,3348472.32,6041842.56,3084431.11,4755735.36,6535094.96,4833474.05,7.1
DC-3120,61.83,air-cooled,81.7,0.1208,175.66,1.589,10427931.67,12.46,7.704,30806837.34,16239415.68,23523126.51,22572162.42,24047522.22,25592514.81,18818501.21,3.0
DC-3121,11.17,air-cooled,75.5,0.1381,205.52,1.539,11440229.81,12.89,1.44,6341886.39,3551385.6,4946636.0,4506480.14,4762242.26,5034548.97,3957308.8,2.5
DC-3122,10.08,liquid-cooled,54.0,0.1123,166.94,1.09,17571492.84,3.89,0.392,1951008.11,785285.76,1368146.94,795617.65,1204868.49,1635736.97,1094517.55,8.3
DC-3123,24.36,hybrid,59.5,0.1153,191.02,1.246,13688735.53,9.56,2.329,10015715.71,5338626.96,7677171.34,6481324.69,7210865.42,7911562.98,6141737.07,3.6
DC-3124,12.35,air-cooled,77.5,0.1343,187.27,1.592,11107850.14,12.97,1.602,6954839.81,3600078.48,5277459.14,4722861.59,5040676.65,5381824.61,4221967.31,2.6
DC-3125,14.71,hybrid,71.9,0.1346,178.64,1.272,12387801.44,9.61,1.414,6013253.99,3031163.52,4522208.76,3956051.58,4380212.26,4818323.19,3617767.01,3.7
DC-3126,29.72,air-cooled,77.3,0.136,193.67,1.539,11064968.75,12.44,3.697,15868947.29,8591975.88,12230461.58,11638279.78,12353830.29,13122821.91,9784369.26,2.7
DC-3127,3.57,hybrid,92.1,0.1141,208.48,1.307,13025280.43,8.28,0.296,1243458.76,740520.96,991989.86,980414.44,1082405.8,1191245.13,793591.89,4.0
DC-3128,47.21,air-cooled,80.7,0.1323,179.56,1.57,10578851.33,12.76,6.024,25122514.96,12980033.28,19051274.12,17859025.86,19006303.94,20086924.2,15241019.3,2.8
DC-3129,17.43,hybrid,87.1,0.1422,180.35,1.233,14420819.6,9.98,1.74,8248539.87,3765708.0,6007123.94,4770457.44,5246300.76,5826230.34,4805699.15,3.3
DC-3130,11.83,liquid-cooled,73.1,0.1179,193.33,1.094,17788010.79,3.77,0.446,2266919.37,1034702.16,1650810.76,994040.49,1480228.47,2027835.94,1320648.61,8.1
DC-3131,15.31,liquid-cooled,62.3,0.1097,197.77,1.072,17445717.99,2.08,0.318,1560422.25,754690.32,1157556.28,1308871.34,2002333.37,2626188.24,926045.02,14.9
DC-3132,15.96,liquid-cooled,71.3,0.1469,182.08,1.068,18579849.83,3.89,0.621,3417490.25,1356860.16,2387175.2,1397481.63,2085412.64,2811482.21,1909740.16,7.5
DC-3133,4.12,air-cooled,62.3,0.1069,179.42,1.648,10630013.82,12.08,0.498,1944931.53,1072213.92,1508572.72,1463728.05,1561200.97,1661649.2,1206858.18,3.1
DC-3134,54.38,air-cooled,90.7,0.1326,150.74,1.639,10035489.16,12.6,6.852,28325700.46,12394445.76,20360073.11,19329877.55,20669392.79,22047373.59,16288058.49,3.0
DC-3135,17.0,air-cooled,81.5,0.1188,172.33,1.532,10934803.25,12.52,2.128,8563689.74,4400618.88,6482154.31,6123127.13,6531767.6,6963457.79,5185723.45,3.0
DC-3136,23.44,hybrid,78.2,0.0832,166.91,1.269,14337264.5,8.78,2.058,8460328.07,4122009.36,6291168.72,5596710.07,6209951.76,6813431.7,5032934.98,4.2
DC-3137,35.21,liquid-cooled,86.8,0.1426,194.27,1.112,15773419.19,2.54,0.894,4375493.45,2084128.56,3229811.0,3023214.82,4428360.0,6290543.24,2583848.8,12.3
DC-3138,7.27,air-cooled,47.8,0.0648,180.34,1.568,11695360.51,13.03,0.947,3304121.89,2049383.76,2676752.83,2465874.18,2607947.02,2757646.65,2141402.26,3.1
DC-3139,24.02,liquid-cooled,79.1,0.0803,179.75,1.103,18353831.15,2.47,0.593,2878724.57,1279101.0,2078912.78,1912480.51,2927120.53,3877632.68,1663130.22,13.0
DC-3140,13.28,hybrid,56.3,0.1305,183.86,1.207,13625320.78,8.03,1.066,4698573.37,2351937.12,3525255.24,3593137.19,3981537.37,4391558.71,2820204.19,4.2
DC-3141,32.38,liquid-cooled,71.9,0.1305,170.95,1.106,17515016.81,2.75,0.89,4589358.9,1825746.0,3207552.45,2623343.86,3935816.7,5476202.65,2566041.96,11.4
DC-3142,3.0,liquid-cooled,68.3,0.1072,207.3,1.117,17393217.17,3.83,0.115,565121.82,286074.0,425597.91,257535.08,395384.33,522837.38,340478.33,7.9
DC-3143,15.19,air-cooled,79.9,0.123,203.47,1.537,11046572.54,12.84,1.95,8016217.28,4761198.0,6388707.64,5922570.94,6269287.56,6646592.61,5110966.11,2.7
DC-3144,10.15,air-cooled,74.7,0.0694,208.27,1.557,11079056.51,12.67,1.286,4383435.64,3214022.64,3798729.14,3569020.64,3754423.56,3981275.69,3038983.31,3.0
DC-3145,23.24,air-cooled,88.1,0.1341,194.25,1.634,11572810.84,12.7,2.951,13253595.2,6878781.0,10066188.1,9052865.18,9618335.27,10250438.36,8052950.48,2.6
DC-3146,23.95,air-cooled,64.8,0.125,183.56,1.598,10711303.17,12.51,2.996,12373778.38,6599349.12,9486563.75,8944890.78,9510057.41,10113340.23,7589251.0,2.8
DC-3147,9.34,hybrid,80.5,0.1191,208.22,1.272,13915737.06,9.08,0.848,3747722.4,2118846.72,2933284.56,2584825.72,2854247.3,3145606.74,2346627.65,3.6
DC-3148,9.3,hybrid,73.9,0.1204,173.79,1.22,13113043.65,8.99,0.836,3511825.81,1743461.28,2627643.54,2413325.12,2679026.62,2942656.18,2102114.83,4.0
DC-3149,15.05,liquid-cooled,52.4,0.1299,170.93,1.087,19135667.02,2.16,0.325,1784020.5,666627.0,1225323.75,1232193.66,1831648.67,2524005.1,980259.0,13.8
DC-3150,8.03,hybrid,61.0,0.1194,174.98,1.239,14231079.78,8.07,0.648,2889034.64,1360644.48,2124839.56,2092564.09,2313423.41,2550350.46,1699871.65,4.3
DC-3151,32.25,air-cooled,70.2,0.0825,191.84,1.558,11111110.37,12.45,4.015,14434335.48,9242851.2,11838593.34,11148273.68,11880666.13,12651407.65,9470874.67,3.1
DC-3152,12.24,air-cooled,85.3,0.1639,172.57,1.513,11473182.87,12.86,1.574,7432281.82,3259502.16,5345891.99,4880005.39,5191817.34,5525830.72,4276713.59,2.6
DC-3153,1.61,air-cooled,77.6,0.144,181.67,1.642,10615280.92,12.11,0.195,863895.98,425107.8,644501.89,625728.62,664850.7,704705.83,515601.51,2.8
DC-3154,12.18,air-cooled,58.0,0.0943,159.97,1.576,11029887.37,12.64,1.54,5779572.64,2956245.6,4367909.12,4030416.43,4319201.04,4613058.83,3494327.3,3.1
DC-3155,7.16,air-cooled,70.3,0.1131,191.22,1.578,11288349.09,12.19,0.873,3554799.24,2003220.72,2779009.98,2640704.09,2822669.68,2998587.07,2223207.98,2.9
DC-3156,4.46,air-cooled,96.2,0.1153,161.24,1.586,11181853.42,12.91,0.576,2353974.18,1114490.88,1734232.53,1560110.22,1664725.08,1771544.04,1387386.02,2.9
DC-3157,6.11,air-cooled,73.3,0.1416,170.02,1.55,10754737.96,12.62,0.771,3325004.24,1573025.04,2449014.64,2317542.8,2464073.19,2631261.2,1959211.71,2.8
DC-3158,17.95,air-cooled,68.1,0.0768,202.26,1.589,11916527.92,12.88,2.312,8594040.78,5611501.44,7102771.11,6286369.81,6678320.25,7071995.69,5682216.89,2.8
DC-3159,47.6,hybrid,77.9,0.11,201.7,1.221,13561884.37,9.61,4.574,19166467.34,11070909.6,15118688.47,12809045.58,14148340.21,15536137.45,12094950.78,3.5
DC-3160,21.13,air-cooled,81.2,0.0848,189.61,1.571,11286938.16,12.52,2.645,9720964.01,6018221.4,7869592.7,7336961.07,7797546.23,8323345.19,6295674.16,3.0
DC-3161,10.12,air-cooled,66.5,0.1143,188.13,1.549,10589670.81,12.34,1.249,4876376.16,2819692.44,3848034.3,3733892.02,3972824.23,4204546.97,3078427.44,3.0
DC-3162,23.68,air-cooled,78.0,0.1105,176.04,1.495,10822921.15,12.6,2.984,11495035.48,6303640.32,8899337.9,8456607.68,8969731.39,9579263.29,7119470.32,3.0
DC-3163,11.39,liquid-cooled,68.1,0.1216,172.41,1.088,18130889.33,4.56,0.519,2692593.55,1073769.48,1883181.52,948914.45,1438162.23,1903204.98,1506545.22,6.8
DC-3164,9.43,air-cooled,80.6,0.1079,178.57,1.438,11686068.13,12.46,1.175,4648426.17,2517837.0,3583131.58,3339743.68,3579218.49,3799650.92,2866505.26,3.0
DC-3165,6.53,air-cooled,74.0,0.105,161.3,1.539,11627106.84,12.41,0.81,3239492.71,1567836.0,2403664.36,2225084.45,2372929.43,2542503.04,1922931.49,3.1
DC-3166,4.05,hybrid,77.8,0.1324,187.79,1.264,13213851.86,9.96,0.403,1774178.91,908152.44,1341165.67,1102371.16,1220984.46,1352743.41,1072932.54,3.4
DC-3167,12.04,hybrid,62.9,0.1291,184.73,1.224,14460266.04,8.85,1.066,4901077.46,2363066.16,3632071.81,3247085.5,3602336.49,3945475.09,2905657.45,3.7
DC-3168,18.66,liquid-cooled,62.1,0.131,170.0,1.046,17959559.0,2.44,0.455,2362069.2,928200.0,1645134.6,1542032.78,2333915.18,3170414.44,1316107.68,12.8
DC-3169,15.22,air-cooled,83.3,0.1165,207.53,1.607,11792776.57,12.26,1.866,7950325.87,4647011.76,6298668.82,5867354.24,6258206.75,6621501.45,5038935.06,2.7
DC-3170,11.79,air-cooled,71.0,0.1086,193.1,1.556,11388370.29,12.83,1.513,6068685.01,3505923.6,4787304.3,4328534.17,4606344.9,4888022.97,3829843.44,2.8
DC-3171,7.72,air-cooled,75.4,0.1176,194.38,1.601,11418676.87,12.13,0.936,3918840.61,2183276.16,3051058.38,2902183.74,3092872.17,3269409.23,2440846.7,2.8
DC-3172,26.75,hybrid,68.3,0.13,176.69,1.275,12387241.8,8.34,2.231,9380664.28,4730344.68,7055504.48,7065674.33,7787230.57,8676649.13,5644403.58,4.3
DC-3173,5.73,air-cooled,82.8,0.0765,183.98,1.534,10865756.11,12.26,0.702,2416710.27,1549847.52,1983278.9,1918737.0,2047394.94,2187290.23,1586623.12,3.3
DC-3174,30.59,air-cooled,64.7,0.1279,193.41,1.614,11232318.06,12.76,3.903,16800083.88,9058550.76,12929317.32,11707030.24,12495505.64,13228070.2,10343453.86,2.7
DC-3175,7.38,air-cooled,70.4,0.1262,186.29,1.705,10915322.69,12.19,0.9,3879472.7,2011932.0,2945702.35,2768111.62,2949521.68,3142951.71,2356561.88,2.8
DC-3176,9.01,air-cooled,81.4,0.1212,208.03,1.533,10991911.58,12.47,1.124,4574962.7,2805908.64,3690435.67,3495948.55,3724731.76,3945951.53,2952348.54,2.7
DC-3177,5.09,air-cooled,86.1,0.117,180.94,1.568,10692761.33,12.24,0.623,2481560.85,1352707.44,1917134.14,1848759.16,1977864.98,2116386.86,1533707.31,3.0
DC-3178,11.01,hybrid,65.7,0.0687,176.43,1.296,13362206.21,9.77,1.076,4034276.4,2278064.16,3156170.28,2646601.5,2911664.66,3214280.09,2524936.22,3.9
DC-3179,35.88,hybrid,95.5,0.1112,193.51,1.189,12742440.28,9.44,3.387,13513698.37,7865020.44,10689359.4,9513538.86,10542774.02,11602839.79,8551487.52,3.8
DC-3180,24.84,air-cooled,75.8,0.1558,165.03,1.564,11443418.34,12.05,2.993,13999881.9,5927217.48,9963549.69,9632092.94,10219606.99,10903305.81,7970839.75,2.8
DC-3181,35.97,air-cooled,59.5,0.1203,197.86,1.469,11686589.74,12.85,4.622,19158621.11,10974107.04,15066364.08,13709939.94,14578836.53,15472762.78,12053091.26,2.7
DC-3182,24.97,hybrid,76.4,0.1139,164.49,1.245,13249144.89,8.73,2.18,9126505.91,4303058.4,6714782.16,6253311.11,6953877.56,7690974.23,5371825.73,4.2
DC-3183,6.8,air-cooled,67.4,0.1203,193.58,1.475,10871704.41,12.32,0.838,3327137.05,1946640.48,2636888.76,2560874.62,2722439.05,2882178.57,2109511.01,2.9
DC-3184,12.62,air-cooled,77.2,0.1271,174.28,1.568,11166928.7,12.67,1.599,6759524.08,3344084.64,5051804.36,4641218.93,4946600.74,5274368.63,4041443.49,2.8
DC-3185,8.81,air-cooled,71.5,0.1332,191.15,1.491,11077558.18,12.92,1.138,4781222.91,2610344.4,3695783.66,3397701.26,3602591.96,3860143.34,2956626.93,2.7
DC-3186,47.68,hybrid,72.9,0.1154,197.61,1.196,13784644.28,9.82,4.682,20002887.38,11102520.24,15552703.81,12904531.74,14270688.15,15651110.03,12442163.05,3.4
DC-3187,6.31,liquid-cooled,61.1,0.1285,186.3,1.061,17578644.11,2.82,0.178,907922.93,397936.8,652929.86,538174.99,836853.53,1087993.83,522343.89,10.9
DC-3188,33.61,hybrid,83.9,0.1535,166.01,1.311,13281953.73,9.76,3.28,15463214.07,6534153.6,10998683.84,9114030.08,10086578.6,11139955.58,8798947.07,3.4
DC-3189,33.59,air-cooled,58.1,0.1401,170.55,1.606,10214414.93,12.26,4.118,17463924.24,8427898.8,12945911.52,12582402.97,13454462.34,14300982.77,10356729.22,2.9
DC-3190,71.07,air-cooled,58.7,0.1668,173.07,1.599,10286717.92,12.32,8.756,40473252.37,18184811.04,29329031.7,28627749.31,30282615.1,32075864.52,23463225.36,2.7
DC-3191,11.85,liquid-cooled,76.4,0.1069,155.57,1.08,18452497.76,4.64,0.55,2811553.02,1026762.0,1919157.51,938655.91,1396226.67,1857541.18,1535326.01,6.9
DC-3192,29.07,air-cooled,91.2,0.1535,200.91,1.601,10296640.53,12.35,3.59,15942985.37,8655202.8,12299094.08,11969157.08,12666602.8,13412523.87,9839275.26,2.7
DC-3193,102.04,liquid-cooled,67.8,0.1042,185.65,1.056,17404028.99,3.16,3.224,15576660.41,7182427.2,11379543.8,8265369.74,12973408.66,17435205.46,9103635.04,10.1
DC-3194,10.03,liquid-cooled,80.4,0.1271,166.97,1.095,16302763.6,4.04,0.405,1961012.01,811474.2,1386243.1,834447.23,1280647.26,1671834.93,1108994.48,8.1
DC-3195,4.82,air-cooled,84.9,0.1346,205.84,1.549,11336106.25,12.27,0.591,2568222.67,1459817.28,2014019.98,1925346.0,2039343.07,2150635.06,1611215.98,2.7
DC-3196,3.65,liquid-cooled,81.8,0.1098,173.48,1.09,16705681.75,4.4,0.161,766486.87,335163.36,550825.12,287766.84,449094.86,600024.77,440660.1,7.5
DC-3197,29.08,air-cooled,68.3,0.1218,187.76,1.524,10393505.05,12.17,3.539,13928537.93,7973791.68,10951164.8,10855626.28,11574222.88,12288259.96,8760931.84,3.0
DC-3198,3.65,hybrid,58.9,0.1382,171.62,1.205,14216340.13,8.12,0.296,1366927.48,609594.24,988260.86,963443.19,1079389.67,1190608.96,790608.69,4.2
DC-3199,12.21,air-cooled,45.5,0.1058,153.73,1.557,10723058.3,13.14,1.604,6136810.81,2958995.04,4547902.92,4402686.9,4691674.95,5030591.9,3638322.34,3.0
DC-3200,23.33,air-cooled,68.8,0.1534,163.53,1.561,11229920.88,12.62,2.944,13522336.05,5777187.84,9649761.94,8940349.38,9498040.49,10034204.9,7719809.55,2.7
DC-3201,19.07,hybrid,86.1,0.0923,177.27,1.254,13402021.81,9.33,1.779,7102028.2,3784359.96,5443194.08,4736317.93,5222532.1,5741530.83,4354555.26,3.9
DC-3202,23.11,hybrid,58.5,0.1588,197.47,1.237,13363783.11,9.98,2.306,10816305.54,5464389.84,8140347.69,6687312.31,7448118.58,8109180.48,6512278.15,3.2
DC-3203,19.65,air-cooled,80.4,0.14,189.2,1.592,10497859.89,12.31,2.419,10366108.17,5492097.6,7929102.88,7652659.9,8142023.4,8643539.28,6343282.3,2.8
DC-3204,45.75,hybrid,60.6,0.1182,186.1,1.249,12852485.72,9.74,4.456,18489559.33,9951139.2,14220349.26,12145780.94,13560753.47,14791343.0,11376279.41,3.6
DC-3205,7.68,air-cooled,73.3,0.1119,153.85,1.55,11459426.72,12.16,0.934,3797566.92,1724350.8,2760958.86,2621973.15,2810200.33,2982944.72,2208767.09,3.1
DC-3206,9.57,air-cooled,80.5,0.1099,203.05,1.579,10847635.8,12.32,1.179,4634327.05,2872751.4,3753539.22,3589923.45,3824189.5,4070309.46,3002831.38,2.9
DC-3207,8.86,air-cooled,64.1,0.1173,187.36,1.571,10779123.58,12.96,1.148,4603065.23,2581071.36,3592068.3,3264879.02,3494406.9,3706415.33,2873654.64,2.8
DC-3208,31.95,air-cooled,74.0,0.119,182.21,1.543,11102199.73,12.74,4.07,16587856.49,8899136.4,12743496.44,11814625.62,12519388.83,13321505.99,10194797.15,2.8
DC-3209,33.8,air-cooled,67.0,0.1451,200.99,1.61,10675970.73,12.87,4.35,19222085.8,10491678.0,14856881.9,13730161.35,14505244.09,15345770.0,11885505.52,2.6
